file_name,solidity,perimeter,equivalent_diameter,eccentricity,bbox_area,area,extent,major_axis_length,min_axis_length,min_major_axis_ratio,convex_area,type
../dataset/images\case12\cluster\8.TIF,0.6595631326584976,329.66399692442883,56.14749426968458,0.9101866767294422,5508,2476,0.4495279593318809,111.29925512584623,46.09995981662085,0.4141982780073017,3754,1
../dataset/images\case12\cluster\9.TIF,0.603448275862069,303.4213562373095,53.404649424996364,0.9549527641694696,7440,2240,0.3010752688172043,130.73842086427592,38.79765195421439,0.2967578443867818,3712,1
../dataset/images\case13\chromosome\1.TIF,0.6398489140698772,442.84271247461896,65.67903453586031,0.9912199554848441,19760,3388,0.1714574898785425,217.9675579702578,28.820388806921596,0.13222329540827452,5295,0
../dataset/images\case13\chromosome\10.TIF,0.9144385026737968,136.8528137423857,32.99423905394037,0.94390610963303,1911,855,0.4474097331240188,58.48390422420717,19.312201328404868,0.33021395518275476,935,0
../dataset/images\case13\chromosome\11.TIF,0.87248322147651,239.80613254815975,48.13830046250071,0.9795214832070062,5852,1820,0.31100478468899523,110.6504516570325,22.278325757281586,0.2013396730302968,2086,0
../dataset/images\case13\chromosome\12.TIF,0.7932542161149282,322.45079348883235,56.86851891536576,0.9867219531479926,4352,2540,0.5836397058823529,151.37119226689552,24.585490394680484,0.16241855551571333,3202,0
../dataset/images\case13\chromosome\13.TIF,0.9291949563530553,140.08326112068522,34.92511251028815,0.9416461991544721,1155,958,0.8294372294372294,61.2872909589556,20.62956392780479,0.33660427153845823,1031,0
../dataset/images\case13\chromosome\14.TIF,0.8771498771498771,162.95331880577405,36.92749046999213,0.9551079209198351,2205,1071,0.4857142857142857,69.89352261671425,20.70652192733873,0.29625809591670227,1221,0
../dataset/images\case13\chromosome\16.TIF,0.7665979381443299,257.1370849898476,48.651334140624215,0.9752731368575192,3100,1859,0.5996774193548388,112.88746367638038,24.94846366926024,0.2210029604419241,2425,0
../dataset/images\case13\chromosome\17.TIF,0.8921933085501859,132.36753236814712,30.277590264241923,0.9323270957718015,1596,720,0.45112781954887216,51.32444775130188,18.55974540352416,0.3616160760941335,807,0
../dataset/images\case13\chromosome\18.TIF,0.795071335927367,240.10764773832474,48.3889194213713,0.9698335932208504,5015,1839,0.3666999002991027,105.58855003586794,25.73910178964846,0.24376792541336162,2313,0
../dataset/images\case13\chromosome\19.TIF,0.7078283655420897,290.0071426749364,52.454462690725244,0.9800730834789161,6825,2161,0.31663003663003664,133.01725268908763,26.42217925188642,0.19863723477769604,3053,0
../dataset/images\case13\chromosome\2.TIF,0.7559055118110236,375.6223663640862,59.53737391372493,0.9904355826556832,5148,2784,0.5407925407925408,174.89772554701779,24.13167592534971,0.13797592764499608,3683,0
../dataset/images\case13\chromosome\20.TIF,0.8984635938543755,185.82337649086284,41.382450237616354,0.9590414542127056,3300,1345,0.4075757575757576,78.86648115438284,22.340173487903805,0.2832657570225865,1497,0
../dataset/images\case13\chromosome\21.TIF,0.7419512195121951,253.59292911256333,44.00678751672499,0.9593724945603829,4218,1521,0.36059743954480794,89.20882864036577,25.16960610429375,0.28214254674009753,2050,0
../dataset/images\case13\chromosome\22.TIF,0.7216466739367503,329.9898987322333,58.05398414332969,0.983721409291731,10706,2647,0.24724453577433214,154.34748152098942,27.736284903229844,0.17970027518368054,3668,0
../dataset/images\case13\chromosome\23.TIF,0.7148563819669013,463.94826817189073,69.17249604513879,0.9928266855391397,7448,3758,0.5045649838882922,224.94417094381595,26.894869635882728,0.11956242085775243,5257,0
../dataset/images\case13\chromosome\24.TIF,0.7339715694807079,332.8355697996826,56.7564626115825,0.9861547335705617,5265,2530,0.4805318138651472,152.59817265256413,25.305011066655656,0.1658277463405159,3447,0
../dataset/images\case13\chromosome\25.TIF,0.8430840759395584,294.6761902332486,52.63619713983633,0.987008599454525,8556,2176,0.25432445067788684,136.1837146592984,21.880288094829535,0.16066743479254614,2581,0
../dataset/images\case13\chromosome\26.TIF,0.45739266605767975,451.20310216782974,66.80347748655564,0.8789132053006161,12656,3505,0.27694374209860934,163.4372660813903,77.95659108601942,0.47698173712228964,7663,0
../dataset/images\case13\chromosome\27.TIF,0.897119341563786,231.9066376115481,44.07906016767892,0.9727150999881264,4453,1526,0.34269032113182124,92.99776116596969,21.575748008537623,0.2320028755319408,1701,0
../dataset/images\case13\chromosome\28.TIF,0.8234080188679245,347.4041122946064,59.633531242458794,0.9888655714289397,10788,2793,0.2588987764182425,159.96639072150492,23.804848824235883,0.14881156420962932,3392,0
../dataset/images\case13\chromosome\29.TIF,0.8817733990147784,121.88225099390856,30.19336870954244,0.9004412986015254,1435,716,0.4989547038327526,47.15741671765886,20.512417521436756,0.4349775485847499,812,0
../dataset/images\case13\chromosome\3.TIF,0.8649932157394844,190.99494936611663,40.29119531035698,0.9690290777769496,3080,1275,0.413961038961039,83.73570470854415,20.67825150487226,0.2469466469153906,1474,0
../dataset/images\case13\chromosome\30.TIF,0.8775510204081632,207.09545442950497,43.14482836218969,0.9684096500968349,2916,1462,0.5013717421124828,87.97211480613238,21.937139310233686,0.24936469196605565,1666,0
../dataset/images\case13\chromosome\31.TIF,0.8590425531914894,185.78174593052023,40.55891383898033,0.9580834901766301,1775,1292,0.727887323943662,78.55034235137329,22.503819823099505,0.28648913740483617,1504,0
../dataset/images\case13\chromosome\32.TIF,0.8828337874659401,128.5035713374682,28.723844188903154,0.8831301405144704,1050,648,0.6171428571428571,43.51167828879971,20.412550068642314,0.46912807943555435,734,0
../dataset/images\case13\chromosome\33.TIF,0.7110365398956003,257.1787155501902,49.275428073330374,0.9600735382269184,4836,1907,0.3943341604631927,108.11543038195286,30.245047919367295,0.2797477456503373,2682,0
../dataset/images\case13\chromosome\34.TIF,0.8254276827371695,273.7056274847714,51.991225735433,0.9828504698467795,7452,2123,0.2848899624261943,125.93703992273055,23.223334444457084,0.1844043218635749,2572,0
../dataset/images\case13\chromosome\35.TIF,0.8565279770444764,175.82337649086284,38.990357992890814,0.9570321906287429,2640,1194,0.45227272727272727,74.37506199546561,21.567406884972808,0.2899816995955942,1394,0
../dataset/images\case13\chromosome\4.TIF,0.9101449275362319,141.05382386916236,34.63223427878316,0.933737949415268,1749,942,0.5385934819897084,58.814179704084005,21.052966052876933,0.35795731843583006,1035,0
../dataset/images\case13\chromosome\5.TIF,0.7691798941798942,180.99494936611669,38.48087304787918,0.9286601202555803,2205,1163,0.527437641723356,70.27470764241563,26.06712198109953,0.37093177411336853,1512,0
../dataset/images\case13\chromosome\6.TIF,0.9148387096774193,116.08326112068524,30.045412914740087,0.9065598080687445,968,709,0.7324380165289256,46.82020911870066,19.761751178496233,0.4220773796288558,775,0
../dataset/images\case13\chromosome\7.TIF,0.5979342004590665,408.0315292925759,63.088404773318835,0.9742130598080752,13493,3126,0.23167568368783814,179.17114562419033,40.426392416140004,0.22563003811413895,5228,0
../dataset/images\case13\chromosome\8.TIF,0.8897266729500471,141.9827560572969,34.668979365276876,0.9293784079164518,1378,944,0.6850507982583455,58.64818386141185,21.648710209078565,0.36912839893278515,1061,0
../dataset/images\case13\cluster\1.TIF,0.506356660176383,601.3696244092001,75.02660879497456,0.7940040905454208,12880,4421,0.34324534161490683,150.1819246706372,91.29745650179443,0.6079124149062424,8731,1
../dataset/images\case13\cluster\15.TIF,0.6675779114270093,361.8061325481598,55.76065788926156,0.914394584241748,5555,2442,0.4396039603960396,109.52377051334298,44.3378607943394,0.40482409057436386,3658,1
../dataset/images\case13\cluster\2.TIF,0.7479230951815808,398.26807332528534,63.34017528757319,0.8745262232838327,5952,3151,0.5294018817204301,101.46917805536155,49.210342499946016,0.48497823125261613,4213,1
../dataset/images\case13\cluster\3.TIF,0.5039909496574697,960.0985924910847,101.04507859975799,0.816002987606949,23424,8019,0.34234118852459017,181.87273627220512,105.13111386513695,0.5780476833415505,15911,1
../dataset/images\case13\cluster\4.TIF,0.5083776595744681,456.7178207935911,69.7681501798817,0.9040934198938919,13356,3823,0.2862383947289608,153.14999219913983,65.44633146695216,0.427334866474252,7520,1
../dataset/images\case13\cluster\9.TIF,0.729311047696698,233.52186130069785,47.72657064498984,0.8559592586158136,3648,1789,0.49040570175438597,80.51949847018581,41.6320651411046,0.5170432743880021,2453,1
../dataset/images\case14\chromosome\1.TIF,0.8223246287762417,250.65180361560903,45.21971593060566,0.977737793860907,3572,1606,0.4496080627099664,102.7879633824276,21.56804184555425,0.2098304230944756,1953,0
../dataset/images\case14\chromosome\10.TIF,0.7306309251389342,294.048773235279,53.34501272361915,0.9821514438451526,7811,2235,0.28613493790807837,137.0242129011677,25.77313672189987,0.18809184286640948,3059,0
../dataset/images\case14\chromosome\11.TIF,0.6895803183791607,267.0782104868019,49.262506759859676,0.9669121184914152,6424,1906,0.2966998754669988,116.90088384337749,29.822548508953915,0.25510969231772307,2764,0
../dataset/images\case14\chromosome\12.TIF,0.8779915532613797,252.8528137423857,48.80810576327963,0.9847225722250221,3570,1871,0.5240896358543418,119.92423769134551,20.882475983781525,0.17413057098205376,2131,0
../dataset/images\case14\chromosome\13.TIF,0.7870909905871807,260.8944443027283,47.28433821631583,0.9798823436407644,2754,1756,0.6376180101670298,113.94184625242046,22.740061574427454,0.19957603218092834,2231,0
../dataset/images\case14\chromosome\14.TIF,0.8979721166032953,203.53910524340094,42.47564519686223,0.975004705650551,2295,1417,0.6174291938997821,91.77677206816774,20.391349760642285,0.22218421176870862,1578,0
../dataset/images\case14\chromosome\15.TIF,0.8786482334869432,175.33809511662426,38.16524648390242,0.9647205485897558,2816,1144,0.40625,76.26327526713601,20.078291645564345,0.26327602080075685,1302,0
../dataset/images\case14\chromosome\16.TIF,0.8455284552845529,274.63455967290594,50.158960718865394,0.9853155259228625,7128,1976,0.2772166105499439,126.03829658843894,21.520209405247854,0.1707434167848142,2337,0
../dataset/images\case14\chromosome\17.TIF,0.843236409608091,121.9827560572969,29.14190756176324,0.7285901767325323,1122,667,0.5944741532976827,37.50749732834856,25.69075623926077,0.6849498918671768,791,0
../dataset/images\case14\chromosome\18.TIF,0.9,137.33809511662426,32.64508384034771,0.9468982414840255,2021,837,0.4141514101929738,59.2954697837782,19.065473354934493,0.3215333890507491,930,0
../dataset/images\case14\chromosome\19.TIF,0.7665271966527196,252.79393923933998,48.296737425573774,0.9810227378460595,4343,1832,0.4218282293345614,118.36348320498317,22.949818000315684,0.19389272247565525,2390,0
../dataset/images\case14\chromosome\2.TIF,0.6494049533612094,269.9655121145938,50.70178143635876,0.9545437888658225,4600,2019,0.4389130434782609,116.64237720870209,34.767677555973044,0.2980707217049003,3109,0
../dataset/images\case14\chromosome\20.TIF,0.5032859544551429,458.61731573020285,64.75166268763213,0.9800484317162719,12903,3293,0.25521196620940867,218.47361067496345,43.42355868717042,0.19875882745296092,6543,0
../dataset/images\case14\chromosome\21.TIF,0.7923771313941825,139.0538238691624,31.71528401797434,0.7064839601006987,1482,790,0.5330634278002699,42.75279300994591,30.257393760177788,0.7077290541728766,997,0
../dataset/images\case14\chromosome\22.TIF,0.8765903307888041,208.8528137423857,41.88703967392604,0.9779780018285512,2635,1378,0.5229601518026565,93.39939726103162,19.493201107175665,0.2087079968267491,1572,0
../dataset/images\case14\chromosome\23.TIF,0.5076316240782027,412.41630560342617,61.39046385568431,0.8207037401339281,10706,2960,0.2764804782365029,131.2878009189863,75.01180763431907,0.5713539804098522,5831,0
../dataset/images\case14\chromosome\24.TIF,0.7337278106508875,208.36753236814712,41.6737176049697,0.8415786271836851,2596,1364,0.5254237288135594,67.4859275929517,36.45148626464673,0.5401346260587484,1859,0
../dataset/images\case14\chromosome\25.TIF,0.6266276906723359,330.2497833620557,54.793237233124984,0.9739902811879686,8856,2358,0.266260162601626,147.5909727620541,33.44260726973931,0.22658978827692547,3763,0
../dataset/images\case14\chromosome\26.TIF,0.8374628344895937,140.71067811865476,32.80072278626208,0.9427226116713585,1620,845,0.5216049382716049,59.73529881077911,19.926363183753523,0.3335776932643024,1009,0
../dataset/images\case14\chromosome\27.TIF,0.8268275372604684,182.5096679918781,38.51394643004615,0.969618499197317,2691,1165,0.432924563359346,80.97771762663493,19.80893838002387,0.24462208815710534,1409,0
../dataset/images\case14\chromosome\28.TIF,0.6634819532908705,357.5462479183373,56.41895835477563,0.9906826570602403,12474,2500,0.20041686708353376,175.94391768623248,23.961903499101577,0.13619057603249324,3768,0
../dataset/images\case14\chromosome\29.TIF,0.7526441487546912,316.6761902332486,52.997796517268235,0.9877344394305233,9483,2206,0.23262680586312348,150.0155934482974,23.423904365871824,0.156143130373609,2931,0
../dataset/images\case14\chromosome\3.TIF,0.7334919690660321,196.16652224137044,39.6220186090822,0.8783078021015643,2379,1233,0.5182849936948297,66.82918435761741,31.950739134715835,0.4780956021210812,1681,0
../dataset/images\case14\chromosome\30.TIF,0.8943850267379679,117.22539674441617,29.185565874723483,0.8636273336157682,1296,669,0.5162037037037037,42.14323868872034,21.24570317695268,0.5041307654088556,748,0
../dataset/images\case14\chromosome\4.TIF,0.8878260869565218,154.95331880577402,36.05520177692258,0.9430464739314721,2052,1021,0.4975633528265107,64.46692294597582,21.445631740581707,0.3326610106481031,1150,0
../dataset/images\case14\chromosome\5.TIF,0.6819681143485432,363.32085117392114,56.2041574128457,0.9868300014437947,5538,2481,0.44799566630552545,163.80423133905336,26.497099370110575,0.16176077475840683,3638,0
../dataset/images\case14\chromosome\6.TIF,0.5874018763162934,427.9310242291876,62.50039138475438,0.9805059744822828,12312,3068,0.24918778427550356,184.69082438293177,36.289765625007945,0.19648927198335506,5223,0
../dataset/images\case14\chromosome\7.TIF,0.6986396930589467,278.63455967290594,50.50048324624756,0.9786962282758063,7000,2003,0.28614285714285714,128.33157127919006,26.348222647757712,0.20531364484298398,2867,0
../dataset/images\case14\chromosome\8.TIF,0.8937308868501529,172.12489168102786,38.580008136279666,0.9587833805165632,1564,1169,0.7474424552429667,73.76582435447479,20.959677201517252,0.28413804610652055,1308,0
../dataset/images\case14\chromosome\9.TIF,0.9029714978775015,213.90663761154806,43.54140193092842,0.9753026366224636,4615,1489,0.3226435536294691,94.32894599064363,20.83469270293705,0.22087273937104754,1649,0
../dataset/images\case14\cluster\2.TIF,0.3568126562339486,1445.456023591465,115.18314137121106,0.8989238837497305,51471,10420,0.2024440947329564,298.5488380013772,130.79569103864276,0.4381048404483805,29203,1
../dataset/images\case14\cluster\3.TIF,0.617845324181885,661.8549057834389,80.11492086378139,0.9463990641184491,12950,5041,0.38926640926640926,183.05085316038824,59.12537213912231,0.3229997081047033,8159,1
../dataset/images\case14\cluster\4.TIF,0.4443467394825751,1331.6753236814714,110.56388591670563,0.9028127990208101,45938,9601,0.208999085724237,258.92586564573116,111.3468681362188,0.430033777654977,21607,1
../dataset/images\case14\cluster\5.TIF,0.3658629345097741,656.0214280248093,78.25779328716172,0.9073936269230123,23562,4810,0.20414226296579238,215.3760093457438,90.51862057644728,0.42028181714119073,13147,1
../dataset/images\case15\chromosome\1.TIF,0.825287356321839,89.35533905932736,21.37973331358283,0.8218155999410018,600,359,0.5983333333333334,31.020436538409907,17.674004165783344,0.5697535604922633,435,0
../dataset/images\case15\chromosome\10.TIF,0.8535980148883374,92.76955262170047,20.928315827817965,0.9192639867629886,465,344,0.7397849462365591,34.79423631511951,13.696459445639602,0.39364161700792766,403,0
../dataset/images\case15\chromosome\11.TIF,0.8679950186799502,145.7401153701776,29.790064831759068,0.9748114966403032,944,697,0.7383474576271186,65.0536896519888,14.508948483967247,0.22303037016938337,803,0
../dataset/images\case15\chromosome\12.TIF,0.9152119700748129,94.52691193458118,21.616635097022034,0.9333490452133187,495,367,0.7414141414141414,37.111543712291194,13.321935958678235,0.35897013775436304,401,0
../dataset/images\case15\chromosome\13.TIF,0.8379022646007152,145.53910524340094,29.918011296689148,0.9746099978487817,1890,703,0.37195767195767193,65.67896704998903,14.70612823205795,0.22390924968209297,839,0
../dataset/images\case15\chromosome\14.TIF,0.8544303797468354,98.42640687119285,22.708192698181442,0.939319295718546,612,405,0.6617647058823529,40.16759757046771,13.779257717546171,0.34304410895803855,474,0
../dataset/images\case15\chromosome\15.TIF,0.796969696969697,86.18376618407356,18.29923496393627,0.9066382326653257,435,263,0.6045977011494252,30.041304279116748,12.674693471021612,0.4219088942763528,330,0
../dataset/images\case15\chromosome\16.TIF,0.7119170984455958,150.88225099390857,29.575590733458846,0.9538831367069012,1813,687,0.3789299503585218,61.871396721974826,18.57244550440088,0.3001782162419572,965,0
../dataset/images\case15\chromosome\17.TIF,0.8077348066298342,153.78174593052023,30.508000708034015,0.9776397741788996,2006,731,0.3644067796610169,70.33100245472808,14.789670358075798,0.2102866423323893,905,0
../dataset/images\case15\chromosome\18.TIF,0.8071593533487298,148.85281374238568,29.83277462405867,0.9757584783549573,1904,699,0.36712184873949577,67.39518556368351,14.749447049361232,0.2188501585981106,866,0
../dataset/images\case15\chromosome\19.TIF,0.9015471167369902,127.78174593052022,28.568278705151968,0.9620148799340025,1677,641,0.38223017292784733,55.53059530593019,15.159686819358148,0.27299701607447424,711,0
../dataset/images\case15\chromosome\2.TIF,0.800314465408805,204.16652224137044,36.00219238519226,0.9876455505500318,2624,1018,0.3879573170731707,94.77395905893853,14.851495633770226,0.15670439202117006,1272,0
../dataset/images\case15\chromosome\20.TIF,0.7903372835004557,183.6812408671319,33.224970809398556,0.9822803400631486,2001,867,0.4332833583208396,80.56625849179844,15.099529807126377,0.18741753793448773,1097,0
../dataset/images\case15\chromosome\21.TIF,0.8598484848484849,101.49747468305833,24.04268606686374,0.9440703349367539,912,454,0.49780701754385964,43.5563100155699,14.362438306530068,0.32974414732092744,528,0
../dataset/images\case15\chromosome\22.TIF,0.519036519036519,272.49242404917504,41.24376354997416,0.9131442893067356,4900,1336,0.2726530612244898,100.45743835826167,40.95011743453586,0.4076364886838477,2574,0
../dataset/images\case15\chromosome\24.TIF,0.8820058997050148,120.91168824543142,27.59342761875783,0.9592134270044644,1150,598,0.52,52.587050342917536,14.865457986771144,0.2826828637437208,678,0
../dataset/images\case15\chromosome\25.TIF,0.8435448577680525,159.58073580374355,31.331576548121713,0.9808142549789336,2592,771,0.2974537037037037,73.37441103793326,14.303945240316917,0.19494460041283376,914,0
../dataset/images\case15\chromosome\26.TIF,0.6494736842105263,231.86500705120548,39.63808267566925,0.9556435256769454,4002,1234,0.30834582708645675,92.58995143151715,27.27013029792369,0.294525808430666,1900,0
../dataset/images\case15\chromosome\28.TIF,0.8297872340425532,155.92388155425118,30.71596494738128,0.977211934107852,2223,741,0.3333333333333333,69.78955295361244,14.813946137155316,0.21226595543607815,893,0
../dataset/images\case15\chromosome\29.TIF,0.7149700598802395,134.3259018078045,27.570346537664197,0.9343091322782202,1376,597,0.43386627906976744,52.33911365792378,18.656999683123047,0.3564638064958615,835,0
../dataset/images\case15\chromosome\3.TIF,0.7950738916256158,160.4680374315355,32.05470811910906,0.9735821103896986,1216,807,0.6636513157894737,71.43676657928421,16.311670855011716,0.2283371943620682,1015,0
../dataset/images\case15\chromosome\30.TIF,0.8376753507014028,97.7401153701776,23.06976657227589,0.8994428377623543,806,418,0.5186104218362283,37.641682631967186,16.45086154848557,0.4370384211920081,499,0
../dataset/images\case15\chromosome\32.TIF,0.8888888888888888,80.42640687119285,20.435815879801165,0.9075586964348747,609,328,0.5385878489326765,32.28447477143142,13.557066021801422,0.41992524635395617,369,0
../dataset/images\case15\chromosome\33.TIF,0.8747474747474747,97.25483399593904,23.480049464818542,0.9379992175366239,703,433,0.615931721194879,40.95439375336257,14.196323436319346,0.3466373723369731,495,0
../dataset/images\case15\chromosome\5.TIF,0.8589562764456982,130.3259018078045,27.846056861676377,0.9681313658977126,1144,609,0.5323426573426573,56.77895590802186,14.219887760057166,0.2504429243660704,709,0
../dataset/images\case15\chromosome\6.TIF,0.7952329360780065,157.4386001800126,30.570538527078803,0.9776420165664028,2088,734,0.35153256704980845,70.55132555185433,14.835265842745985,0.21027621701937055,923,0
../dataset/images\case15\chromosome\7.TIF,0.5785750378979283,231.58073580374352,38.18192345497751,0.9597884958899702,3572,1145,0.320548712206047,97.70346779050189,27.427722036378153,0.2807241406742014,1979,0
../dataset/images\case15\chromosome\8.TIF,0.7642045454545454,219.3797256769669,37.013588722725,0.9872509336397121,3526,1076,0.30516165626772546,98.83116202632739,15.73111287976767,0.15917158674687137,1408,0
../dataset/images\case15\chromosome\9.TIF,0.8424507658643327,156.32590180780454,31.311251163856024,0.9781006593192165,1152,770,0.6684027777777778,71.10456486617439,14.799164472692018,0.20813241035291427,914,0
../dataset/images\case15\cluster\1.TIF,0.4341975713816869,489.14422766478407,58.04301711118436,0.7719315247498956,10092,2646,0.2621878715814506,115.05735818964344,73.1426169878407,0.6357056874822667,6094,1
../dataset/images\case15\cluster\2.TIF,0.5297482837528604,339.32085117392114,48.559650295791066,0.6356645278078618,5074,1852,0.36499802916830903,82.32394670434948,63.551240008955375,0.7719654189708294,3496,1
../dataset/images\case15\cluster\23.TIF,0.6083118793674145,308.8772003600252,45.890502361512226,0.9674821821785988,5292,1654,0.3125472411186697,106.16302182566535,26.85278734858502,0.2529391768131947,2719,1
../dataset/images\case15\cluster\27.TIF,0.6367851622874807,188.40916292848974,32.390575556198044,0.919514979799871,1856,824,0.44396551724137934,66.44471877270946,26.1164263084136,0.3930549604363783,1294,1
../dataset/images\case15\cluster\3.TIF,0.6400506970849176,136.60407640085654,25.357168021907675,0.8371927068836165,1248,505,0.4046474358974359,43.17795230168794,23.614367974667108,0.5469080101268249,789,1
../dataset/images\case15\cluster\31.TIF,0.6564920273348519,294.9777054234135,42.83384390833222,0.9888214460439532,6650,1441,0.21669172932330827,125.51089327924817,18.714237271142725,0.1491044863293704,2195,1
../dataset/images\case15\cluster\4 (2).TIF,0.45307443365695793,392.24978336205567,49.955475252277594,0.9666245961035536,7316,1960,0.26790595954073265,153.31592515674907,39.27907630686923,0.2561969754068965,4326,1
../dataset/images\case15\cluster\4.TIF,0.548653106102254,225.20815280171308,35.64678198162763,0.7887883638234561,2968,998,0.3362533692722372,66.37023774116076,40.7954543458459,0.6146648819452069,1819,1
../dataset/images\case16\chromosome\1.TIF,0.8845545598313126,236.89444430272835,46.2222452512381,0.9693370239824162,3293,1678,0.5095657455208017,95.24988315851938,23.40623850959248,0.24573508894114554,1897,0
../dataset/images\case16\chromosome\10.TIF,0.8364928909952607,191.92388155425118,42.40063958439837,0.9582818101161481,2911,1412,0.485056681552731,82.18719514683264,23.491161058987526,0.2858250730788303,1688,0
../dataset/images\case16\chromosome\11.TIF,0.7948568088836937,317.27922061357856,58.84905744087702,0.9838644959158148,5720,2720,0.4755244755244755,146.9819030950893,26.29729859530893,0.17891521365249985,3422,0
../dataset/images\case16\chromosome\12.TIF,0.8360030511060259,262.89444430272835,52.829358145442924,0.9728576152261437,3090,2192,0.7093851132686084,115.69956743931948,26.773405022470655,0.23140453862554328,2622,0
../dataset/images\case16\chromosome\13.TIF,0.8528896672504378,147.88225099390854,35.21555503711461,0.9337204919011347,1650,974,0.5903030303030303,61.074184968049,21.864732484345105,0.3580028533460357,1142,0
../dataset/images\case16\chromosome\14.TIF,0.7769411764705882,223.72287142747447,45.84886572596702,0.9592198007911321,3772,1651,0.4376988335100742,93.34143214784987,26.384004487331556,0.2826612349973389,2125,0
../dataset/images\case16\chromosome\15.TIF,0.8548644338118022,260.8944443027283,52.247732811215734,0.9782195959131379,4095,2144,0.5235653235653236,117.8083245118904,24.453790975912717,0.20757269129521144,2508,0
../dataset/images\case16\chromosome\16.TIF,0.877208480565371,147.1959594928933,35.55737431141417,0.9344277584468181,1961,993,0.506374298827129,61.2179102324021,21.802925609879757,0.3561527260095798,1132,0
../dataset/images\case16\chromosome\17.TIF,0.8908114558472554,192.65180361560905,43.59984679204272,0.9581757848428466,3450,1493,0.4327536231884058,82.47291588163645,23.60212398650512,0.2861803021537208,1676,0
../dataset/images\case16\chromosome\18.TIF,0.7639988273233655,300.3919189857867,57.60262366923779,0.9780731823194985,6785,2606,0.3840825350036846,135.97228405042074,28.31779106603819,0.20826149434643232,3411,0
../dataset/images\case16\chromosome\19.TIF,0.6513761467889908,381.8061325481598,64.48566005791552,0.9671920441348064,6580,3266,0.49635258358662615,161.0277523111674,40.908513298263664,0.25404635357023875,5014,0
../dataset/images\case16\chromosome\2.TIF,0.7207385426969997,273.3797256769669,52.75700564655907,0.9653538285918993,5766,2186,0.37911897329171,117.6959893154469,30.71211060691243,0.2609444109824195,3033,0
../dataset/images\case16\chromosome\20.TIF,0.774869109947644,401.0609665440988,67.24988373892774,0.6736996595331043,6059,3552,0.5862353523683776,93.36260956337298,68.9954592032764,0.7390052562363676,4584,0
../dataset/images\case16\chromosome\21.TIF,0.7985948477751756,329.60512242138304,58.935536631454575,0.9858398969222052,9044,2728,0.30163644405130474,151.19306038183748,25.35345679314782,0.16768928897343413,3416,0
../dataset/images\case16\chromosome\22.TIF,0.8692624248179803,323.0782104868019,59.12965237376892,0.9875043370342819,7729,2746,0.355285289170656,153.059378441763,24.120907282993944,0.15759182827317975,3159,0
../dataset/images\case16\chromosome\23.TIF,0.8542255733584668,325.03657992645924,58.838238604965966,0.9873913187113366,4050,2719,0.6713580246913581,151.65617131845246,24.00692940919704,0.15829840091892153,3183,0
../dataset/images\case16\chromosome\24.TIF,0.9052851909994767,222.8528137423857,46.932977876881324,0.9612349803745401,2436,1730,0.7101806239737274,90.94872614214067,25.077338372465814,0.2757305070251704,1911,0
../dataset/images\case16\chromosome\25.TIF,0.9060523938572719,147.09545442950503,35.73596596384892,0.9325050659168164,2208,1003,0.4542572463768116,60.999966417942794,22.03055840187131,0.3611568939387341,1107,0
../dataset/images\case16\chromosome\26.TIF,0.9221854304635762,149.095454429505,37.66150359232848,0.8941019758082327,2132,1114,0.5225140712945591,56.89593588844507,25.481609312856655,0.4478634354977134,1208,0
../dataset/images\case16\chromosome\27.TIF,0.6704233932378921,283.9066376115481,52.937701479778035,0.945868829465687,4635,2201,0.4748651564185545,114.92820395356203,37.29985208681372,0.3245491602904116,3283,0
../dataset/images\case16\chromosome\28.TIF,0.8207070707070707,182.92388155425118,40.68428945128219,0.9450032399196245,3021,1300,0.43032108573320094,76.4078088365595,24.99001189191214,0.32706096762134806,1584,0
../dataset/images\case16\chromosome\29.TIF,0.6566096423017107,273.8589103967956,51.844080461861104,0.9239851358000112,4752,2111,0.44423400673400676,105.87897131616637,40.49112389058065,0.3824283839108113,3215,0
../dataset/images\case16\chromosome\3.TIF,0.9174964438122333,106.675144212722,28.65727667372076,0.8072189403227368,1110,645,0.581081081081081,37.854888409659445,22.34392868834545,0.5902521345867696,703,0
../dataset/images\case16\chromosome\30.TIF,0.8678678678678678,222.45079348883235,46.987204328101626,0.9589693636705134,4366,1734,0.3971598717361429,90.68318573111016,25.70956430856405,0.2835097168376609,1998,0
../dataset/images\case16\chromosome\31.TIF,0.893048128342246,241.32085117392117,46.111929472835136,0.9696771446303636,5032,1670,0.33187599364069953,95.60650768010478,23.365228070084804,0.24438951528554773,1870,0
../dataset/images\case16\chromosome\32.TIF,0.7902298850574713,146.95331880577405,32.41022407214287,0.8930163845627133,1410,825,0.5851063829787234,51.414126967834456,23.13759886205614,0.45002415146582986,1044,0
../dataset/images\case16\chromosome\33.TIF,0.9226118500604595,118.81118318204308,31.1686023528956,0.8942448729443235,1320,763,0.578030303030303,47.11955929013858,21.089680272914336,0.4475780459459452,827,0
../dataset/images\case16\chromosome\34.TIF,0.7799248523886205,215.65180361560903,43.01182463579279,0.9635998434240803,3240,1453,0.4484567901234568,89.59425505071364,23.952910021682076,0.2673487268589247,1863,0
../dataset/images\case16\chromosome\35.TIF,0.9146634615384616,121.29646455628165,31.127725479762553,0.8533147345718902,1287,761,0.5912975912975913,43.75402188825421,22.81317933694558,0.5213961677673749,832,0
